country_iso3,table_name,record_id,record_name,field_name,claim_summary,source_url,source_authority,source_section_or_page,direct_support,scope_match,current_as_of_2026_06_22,action_taken,notes
AUS,destination_graduation_frameworks,4f00a17a-8602-48a7-a79f-636907390e23,Victorian Certificate of Education (VCE),framework_name,Framework name: Victorian Certificate of Education (VCE),https://vcaa.vic.edu.au/administration/vce-administrative-handbook/vce,Victorian Curriculum and Assessment Authority,VCAA VCE Administrative Handbook: VCE programs section,yes,yes,yes,kept,
AUS,destination_graduation_frameworks,4f00a17a-8602-48a7-a79f-636907390e23,Victorian Certificate of Education (VCE),credential_awarded,Credential awarded: Victorian Certificate of Education,https://vcaa.vic.edu.au/administration/vce-administrative-handbook/vce,Victorian Curriculum and Assessment Authority,VCAA VCE Administrative Handbook: Eligibility for the award section,yes,yes,yes,kept,
AUS,destination_graduation_frameworks,4f00a17a-8602-48a7-a79f-636907390e23,Victorian Certificate of Education (VCE),grade_range,Grade range: 11-12,https://vcaa.vic.edu.au/administration/vce-administrative-handbook/vce,Victorian Curriculum and Assessment Authority,VCAA VCE Administrative Handbook: The VCE is normally completed over 2 years,yes,yes,yes,kept,
AUS,destination_graduation_frameworks,4f00a17a-8602-48a7-a79f-636907390e23,Victorian Certificate of Education (VCE),exam_notes,External examinations for Unit 3-4 sequences seeking study scores; GAT for eligible students; VCE VM has school-based assessments only; minimum 16 units with 3 English group units and 3 other Unit 3-4 sequences; ATAR is separate via VTAC,https://vcaa.vic.edu.au/administration/vce-administrative-handbook/vce,Victorian Curriculum and Assessment Authority,"VCAA VCE Administrative Handbook: Minimum requirements, Satisfactory completion, External assessment, VCE VM sections",yes,yes,yes,corrected,Cleared has_state_or_national_exams because external exams are not universally required for the credential; separated ATAR from VCE completion
AUS,education_programs,bee7b988-6cab-45bc-a12b-bb90b00fb842,VCE Vocational Major (VCE VM),program_name,Program name: VCE Vocational Major (VCE VM),https://vcaa.vic.edu.au/administration/vce-administrative-handbook/vce,Victorian Curriculum and Assessment Authority,VCAA VCE Administrative Handbook: VCE VM studies section,yes,yes,yes,kept,
AUS,education_programs,bee7b988-6cab-45bc-a12b-bb90b00fb842,VCE Vocational Major (VCE VM),description,"VCE VM is a vocational and applied learning program within the VCE requiring 16 units including VCE VM Literacy, Numeracy, Work Related Skills, Personal Development Skills, and VET credits at Certificate II level or above",https://vcaa.vic.edu.au/administration/vce-administrative-handbook/vce,Victorian Curriculum and Assessment Authority,VCAA VCE Administrative Handbook: VCE VM minimum requirements section,yes,yes,yes,corrected,Added precise unit requirements from VCAA; removed oversimplified VET-integrated description
AUS,education_programs,bee7b988-6cab-45bc-a12b-bb90b00fb842,VCE Vocational Major (VCE VM),availability_scope,Availability scope: state (Victoria),https://vcaa.vic.edu.au/administration/vce-administrative-handbook/vce,Victorian Curriculum and Assessment Authority,VCAA VCE Administrative Handbook: Available within Victorian VCE system,yes,yes,yes,corrected,Added Victoria jurisdiction_id; corrected to state scope within Victoria
AUS,education_programs,bee7b988-6cab-45bc-a12b-bb90b00fb842,VCE Vocational Major (VCE VM),website_url,Website URL: https://www.vcaa.vic.edu.au,https://vcaa.vic.edu.au/administration/vce-administrative-handbook/vce,Victorian Curriculum and Assessment Authority,VCAA website provides VCE VM program information,yes,yes,yes,kept,
GBR,countries,63281867-0f28-4c45-94fc-ef735309c189,United Kingdom,primary_languages,Primary languages: English,https://www.enic.org.uk/Documents/Guide%20to%20the%20UK%20education%20systems_final.pdf,UK ENIC / Ecctis,"UK ENIC Guide: English is the main language of the UK, but Welsh and Gaelic are also used in education in Wales and Scotland respectively",yes,yes,yes,kept,"English is the primary language; Welsh, Gaelic, and Irish are also used in education in their respective jurisdictions"
GBR,countries,63281867-0f28-4c45-94fc-ef735309c189,United Kingdom,education_system_summary,"Education is devolved to England, Scotland, Wales, and Northern Ireland, each with its own curriculum, qualifications, and regulatory bodies",https://www.enic.org.uk/Documents/Guide%20to%20the%20UK%20education%20systems_final.pdf,UK ENIC / Ecctis,UK ENIC Guide: Overview of the four UK education systems section,yes,yes,yes,corrected,Rewritten to accurately describe devolution and distinguish all four systems
GBR,countries,63281867-0f28-4c45-94fc-ef735309c189,United Kingdom,grade_structure,No unified UK-wide grade structure; education is devolved and each constituent country has its own system,https://www.enic.org.uk/Documents/Guide%20to%20the%20UK%20education%20systems_final.pdf,UK ENIC / Ecctis,UK ENIC Guide: Each of the four UK education systems has its own structure and qualifications,yes,yes,yes,corrected,Cleared to empty object because no unified UK-wide grade structure exists
GBR,curricula,792c968d-f2c1-4851-9032-5968d169f8a3,England National Curriculum,name,Name: England National Curriculum,https://www.gov.uk/government/collections/national-curriculum,Department for Education,DfE National Curriculum collection page title: National Curriculum,yes,yes,yes,corrected,"Renamed from England - GCSE and A-Level to England National Curriculum; GCSE and A-Level are qualifications, not curriculum"
GBR,curricula,792c968d-f2c1-4851-9032-5968d169f8a3,England National Curriculum,grade_range,"Grade range: 1-11 (Key Stages 1-4, Years 1-11, ages 5-16)",https://www.gov.uk/government/collections/national-curriculum,Department for Education,"DfE National Curriculum framework: Key stage one (Years 1-2), Key stage two (Years 3-6), Key stage three (Years 7-9), Key stage four (Years 10-11)",yes,yes,yes,corrected,Changed from 10-13 to 1-11 to cover full National Curriculum scope; post-16 qualifications are not part of the National Curriculum
GBR,curricula,792c968d-f2c1-4851-9032-5968d169f8a3,England National Curriculum,authority,Authority: Department for Education,https://www.gov.uk/government/collections/national-curriculum,Department for Education,DfE National Curriculum collection page: Department for Education sets the national curriculum,yes,yes,yes,corrected,"Removed Ofqual from authority; Ofqual regulates post-16 qualifications, not the National Curriculum"
GBR,curricula,792c968d-f2c1-4851-9032-5968d169f8a3,England National Curriculum,description,"England National Curriculum for maintained schools. Statutory programmes of study for Key Stages 1-4 (Years 1-11, ages 5-16). Core subjects: English, Mathematics, Science. Foundation subjects include Art and Design, Citizenship, Computing, Design and Technology, Languages, Geography, History, Music, Physical Education. Post-16 qualifications (A levels, T Levels, vocational) are regulated by Ofqual and are not part of the National Curriculum.",https://www.gov.uk/government/collections/national-curriculum,Department for Education,DfE National Curriculum collection: Programmes of study for all subjects at each key stage,yes,yes,yes,corrected,Rewritten to accurately describe National Curriculum scope and distinguish post-16 qualifications regulated by Ofqual
GBR,curricula,c45d24b6-58dc-49e7-96e8-9241def547c7,Scotland Curriculum for Excellence - Senior Phase,name,Name: Scotland Curriculum for Excellence - Senior Phase,https://www.gov.scot/policies/schools/school-curriculum/,Scottish Government,Scottish Government page: Curriculum for Excellence (CfE) is the national curriculum used from nursery to secondary school,yes,yes,yes,corrected,"Renamed from Scotland - National Qualifications to Scotland Curriculum for Excellence - Senior Phase; National Qualifications are assessments, not curriculum"
GBR,curricula,c45d24b6-58dc-49e7-96e8-9241def547c7,Scotland Curriculum for Excellence - Senior Phase,grade_range,"Grade range: 10-13 (Senior Phase S4-S6, ages 15-18)",https://www.gov.scot/policies/schools/school-curriculum/,Scottish Government,Scottish Government page: Senior Phase of learning from S4 to S6,yes,yes,yes,kept,S4-S6 corresponds to approximately ages 15-18; generic grade range 10-13 reflects this stage
GBR,curricula,c45d24b6-58dc-49e7-96e8-9241def547c7,Scotland Curriculum for Excellence - Senior Phase,authority,Authority: Scottish Government,https://www.gov.scot/policies/schools/school-curriculum/,Scottish Government,Scottish Government page: Curriculum for Excellence policy and implementation,yes,yes,yes,corrected,"Changed from SQA to Scottish Government; SQA/Qualifications Scotland awards qualifications, not curriculum"
GBR,curricula,c45d24b6-58dc-49e7-96e8-9241def547c7,Scotland Curriculum for Excellence - Senior Phase,description,"Senior Phase (S4-S6) of Curriculum for Excellence. Learners typically work towards National Qualifications (National 4, National 5, Higher, Advanced Higher). National Qualifications are awarded by Qualifications Scotland (from February 2026). Curriculum is set by the Scottish Government with Education Scotland support.",https://www.gov.scot/policies/schools/school-curriculum/,Scottish Government,Scottish Government page: broad general education up to end of S3 followed by senior phase from S4 to S6; emphasis on inter-disciplinary learning and skills development,yes,yes,yes,corrected,Rewritten to distinguish Curriculum for Excellence from National Qualifications and correctly identify Qualifications Scotland as the awarding body from February 2026
DEU,countries,1c4ec2aa-9b9e-468e-ba8f-f0f933b3feb8,Germany,education_system_summary,"Education is primarily the responsibility of the 16 Länder (federal states) under the German Basic Law (Articles 30 and 70). Each Land has its own ministry of education and enacts its own school legislation. The Standing Conference of the Ministers of Education and Cultural Affairs (KMK) coordinates common standards and agreements among the Länder; KMK resolutions are recommendations that become binding only when enacted by individual Land parliaments. School types, curricula, and examination rules vary by Land. There is no federal ministry with legislative authority over schools.",https://www.kmk.org/fileadmin/Dateien/pdf/Eurydice/EN/dossier_en_ebook.pdf,KMK Secretariat / German Eurydice Unit,KMK/Eurydice dossier: Educational legislation and administration of the education system are primarily the responsibility of the Länder; KMK resolutions have the status of recommendations until enacted as binding legislation by the parliaments in the Länder,yes,yes,yes,corrected,Primary languages cleared to empty array and grade_structure cleared to empty object due to lack of direct federal source. Curriculum and framework downgraded to needs_research due to schema limitations.
DEU,countries,1c4ec2aa-9b9e-468e-ba8f-f0f933b3feb8,Germany,primary_languages,No federally mandated primary language list; German is the de facto language of instruction but each Land determines language policy including minority language provisions,https://www.kmk.org/fileadmin/Dateien/pdf/Eurydice/EN/dossier_en_ebook.pdf,KMK Secretariat / German Eurydice Unit,KMK/Eurydice dossier: Educational legislation and administration of the education system are primarily the responsibility of the Länder; KMK resolutions have the status of recommendations until enacted as binding legislation by the parliaments in the Länder,yes,yes,yes,kept,Empty array reflects absence of federal mandate; German is primary language of instruction but Länder have autonomy over language policy
DEU,countries,1c4ec2aa-9b9e-468e-ba8f-f0f933b3feb8,Germany,grade_structure,No unified national grade structure; each Land has its own school organization and grade ranges,https://www.kmk.org/fileadmin/Dateien/pdf/Eurydice/EN/dossier_en_ebook.pdf,KMK Secretariat / German Eurydice Unit,KMK/Eurydice dossier: Educational legislation and administration of the education system are primarily the responsibility of the Länder; structures vary by Land,yes,yes,yes,kept,Empty object reflects absence of federal grade structure; Länder determine own school types and grade ranges
CHN,countries,f2a00835-5b0a-4be3-89be-157b77cc2916,China,primary_languages,Previous value [Chinese] did not distinguish the legally defined national common spoken and written language from minority-language education and therefore did not match the schema precisely,https://www.moe.gov.cn/jyb_sjzl/sjzl_zcfg/zcfg_jyfl/202204/t20220421_620290.html,中华人民共和国教育部 / National People's Congress,"中华人民共和国国家通用语言文字法 Articles 2, 8, and 10",partial,partial,yes,downgraded,Country reduced to country_seed_only; primary_languages set to [] rather than converting a language-of-instruction rule into a vague language list
CHN,countries,f2a00835-5b0a-4be3-89be-157b77cc2916,China,education_system_summary,"Previous summary combined national curriculum, general and vocational pathways, and Gaokao administration without field-level direct support",https://www.moe.gov.cn/srcsite/A26/s8001/202204/t20220420_619921.html,中华人民共和国教育部,教材〔2022〕2号 operative paragraphs and attachment list,partial,partial,yes,downgraded,Country reduced to country_seed_only; detailed national curriculum claims are retained only in correctly scoped curriculum rows and Gaokao language was removed
CHN,countries,f2a00835-5b0a-4be3-89be-157b77cc2916,China,grade_structure,Previous JSON asserted one 6+3 organization and exact national credential names despite permitted local school-year organization and unverified credential terminology,https://www.moe.gov.cn/srcsite/A26/s8001/202204/W020220420582343217634.pdf,中华人民共和国教育部,义务教育课程方案（2022年版） printed pages 6-8; programme permits 六三 or 五四 organization,partial,partial,yes,downgraded,Country reduced to country_seed_only and grade_structure set to {}; exact credentials and one universal stage breakdown were removed
CHN,curricula,af5a90f4-d179-42c1-89cd-8ef1bc2fc854,义务教育课程方案（2022年版） / Compulsory Education Curriculum Programme (2022 Edition),name,Exact official title: 义务教育课程方案（2022年版）; English text is a careful descriptive translation,https://www.moe.gov.cn/srcsite/A26/s8001/202204/W020220420582343217634.pdf,中华人民共和国教育部 (Ministry of Education of the PRC),Cover,yes,yes,yes,corrected,Renamed from a junior-secondary-only label to the full nine-year programme title; English is not represented as an official translation
CHN,curricula,af5a90f4-d179-42c1-89cd-8ef1bc2fc854,义务教育课程方案（2022年版） / Compulsory Education Curriculum Programme (2022 Edition),grade_range,The programme spans Years 1-9,https://www.moe.gov.cn/srcsite/A26/s8001/202204/W020220420582343217634.pdf,中华人民共和国教育部 (Ministry of Education of the PRC),"Printed page 8, Table 1 课程类别与科目设置",yes,yes,yes,corrected,Changed from 7-9 because the official programme is nine-year and not a junior-secondary-only curriculum
CHN,curricula,af5a90f4-d179-42c1-89cd-8ef1bc2fc854,义务教育课程方案（2022年版） / Compulsory Education Curriculum Programme (2022 Edition),authority,Issuing authority: 中华人民共和国教育部,https://www.moe.gov.cn/srcsite/A26/s8001/202204/W020220420582343217634.pdf,中华人民共和国教育部 (Ministry of Education of the PRC),Cover,yes,yes,yes,corrected,Authority recorded in Chinese with a careful English description
CHN,curricula,af5a90f4-d179-42c1-89cd-8ef1bc2fc854,义务教育课程方案（2022年版） / Compulsory Education Curriculum Programme (2022 Edition),description,"National curriculum programme for nine-year compulsory education with national, local, and school curricula and national subject settings",https://www.moe.gov.cn/srcsite/A26/s8001/202204/W020220420582343217634.pdf,中华人民共和国教育部 (Ministry of Education of the PRC),"Printed pages 6-8, section 三 课程设置, subsections 课程类别 and 科目设置, Table 1",yes,yes,yes,corrected,Removed junior-secondary-only wording and did not add local implementation or exam claims
CHN,curricula,f4333a05-02bb-4df8-9b5c-9fd73c67e187,"普通高中课程方案（2017年版2020年修订） / General Senior High School Curriculum Programme (2017 Edition, 2020 Revision)",name,Exact official title: 普通高中课程方案（2017年版2020年修订）; English text is a careful descriptive translation,https://www.moe.gov.cn/srcsite/A26/s8001/202006/t20200603_462199.html,中华人民共和国教育部 (Ministry of Education of the PRC),Notice title and attached file 1 cover,yes,yes,yes,corrected,English is not represented as an official translation
CHN,curricula,f4333a05-02bb-4df8-9b5c-9fd73c67e187,"普通高中课程方案（2017年版2020年修订） / General Senior High School Curriculum Programme (2017 Edition, 2020 Revision)",authority,Issuing authority: 中华人民共和国教育部,https://www.moe.gov.cn/srcsite/A26/s8001/202006/t20200603_462199.html,中华人民共和国教育部 (Ministry of Education of the PRC),Government-information metadata 发文机构 and notice signature,yes,yes,yes,corrected,Removed generic English MOE-homepage provenance
CHN,curricula,f4333a05-02bb-4df8-9b5c-9fd73c67e187,"普通高中课程方案（2017年版2020年修订） / General Senior High School Curriculum Programme (2017 Edition, 2020 Revision)",description,MOE curriculum programme for ordinary senior high education revised in 2020 from the 2017 edition and issued for implementation,https://www.moe.gov.cn/srcsite/A26/s8001/202006/t20200603_462199.html,中华人民共和国教育部 (Ministry of Education of the PRC),教材〔2020〕3号 operative paragraph: 组织修订 and 现印发各地，请遵照执行,yes,yes,yes,corrected,Cleared grade_range and removed general-academic-track wording; provincial implementation and Gaokao subject-selection claims were not added
CHN,curricula,6dc3b7cd-cfcf-4e86-8fd6-8ad3309124df,中等职业学校公共基础课程方案 / Secondary Vocational School Public Basic Curriculum Programme,name,Exact official title: 中等职业学校公共基础课程方案; English text is a careful descriptive translation,https://www.moe.gov.cn/srcsite/A07/moe_953/201911/t20191129_410208.html,中华人民共和国教育部办公厅 (General Office of the Ministry of Education of the PRC),Notice title and embedded programme heading,yes,yes,yes,corrected,Narrowed from generic secondary vocational education to the directly sourced public basic curriculum programme
CHN,curricula,6dc3b7cd-cfcf-4e86-8fd6-8ad3309124df,中等职业学校公共基础课程方案 / Secondary Vocational School Public Basic Curriculum Programme,authority,Issuing authority: 中华人民共和国教育部办公厅,https://www.moe.gov.cn/srcsite/A07/moe_953/201911/t20191129_410208.html,中华人民共和国教育部办公厅 (General Office of the Ministry of Education of the PRC),Government-information metadata 发文机构 and notice signature,yes,yes,yes,corrected,Removed generic English MOE-homepage provenance
CHN,curricula,6dc3b7cd-cfcf-4e86-8fd6-8ad3309124df,中等职业学校公共基础课程方案 / Secondary Vocational School Public Basic Curriculum Programme,description,Public basic curriculum programme for three-year majors in secondary vocational schools; other programme lengths implement it by reference,https://www.moe.gov.cn/srcsite/A07/moe_953/201911/t20191129_410208.html,中华人民共和国教育部办公厅 (General Office of the Ministry of Education of the PRC),中等职业学校公共基础课程方案 section 一 适用范围,yes,yes,yes,corrected,Removed specialized-secondary and skilled-worker-school aggregation and cleared grade_range 10-12
CHN,curriculum_courses,25dde899-ad92-4f7b-98e7-fbece21784b6,语文,course_name_local,Official subject name: 语文,https://www.moe.gov.cn/srcsite/A26/s8001/202204/W020220420582343217634.pdf,中华人民共和国教育部 (Ministry of Education of the PRC),"Printed page 8, Table 1 课程类别与科目设置",yes,yes,yes,corrected,"Retained one subject row; English translation, grade_level, required/exam booleans, and generic description cleared"
CHN,curriculum_courses,f9b7dfff-371c-47f8-88d5-2af8095160be,数学,course_name_local,Official subject name: 数学,https://www.moe.gov.cn/srcsite/A26/s8001/202204/W020220420582343217634.pdf,中华人民共和国教育部 (Ministry of Education of the PRC),"Printed page 8, Table 1 课程类别与科目设置",yes,yes,yes,corrected,"Retained one subject row; English translation, grade_level, required/exam booleans, and generic description cleared"
CHN,curriculum_courses,6e4686e1-b366-4fe4-be42-ce251f280a14,外语,course_name_local,Official subject name: 外语,https://www.moe.gov.cn/srcsite/A26/s8001/202204/W020220420582343217634.pdf,中华人民共和国教育部 (Ministry of Education of the PRC),"Printed page 8, Table 1 课程类别与科目设置; printed page 7 says junior secondary schools choose one of English, Japanese, or Russian",yes,yes,yes,corrected,Changed English to the programme's umbrella subject name; no claim that every student studies English
CHN,curriculum_courses,87dc5189-23bf-457d-8789-acaf7431150b,物理、化学、生物学（或科学）,course_name_local,Exact official science-group label: 物理、化学、生物学（或科学）,https://www.moe.gov.cn/srcsite/A26/s8001/202204/W020220420582343217634.pdf,中华人民共和国教育部 (Ministry of Education of the PRC),"Printed page 8, Table 1 课程类别与科目设置",yes,yes,yes,corrected,"Combined the separate speculative Physics, Chemistry, and Biology grade rows into the exact official grouped label; no universal separate-course or exam claim"
CHN,curriculum_courses,d2f59bc4-b63a-4403-b90d-26cf60d7e051,历史,course_name_local,Official subject name: 历史,https://www.moe.gov.cn/srcsite/A26/s8001/202204/W020220420582343217634.pdf,中华人民共和国教育部 (Ministry of Education of the PRC),"Printed pages 6-8, section 科目设置 and Table 1",yes,yes,yes,corrected,Retained one subject row; duplicate grade rows and exam/required claims removed
CHN,curriculum_courses,1c66b3a2-6493-4b31-b09b-89717e9d0a01,地理,course_name_local,Official subject name: 地理,https://www.moe.gov.cn/srcsite/A26/s8001/202204/W020220420582343217634.pdf,中华人民共和国教育部 (Ministry of Education of the PRC),"Printed pages 6-8, section 科目设置 and Table 1",yes,yes,yes,corrected,Retained one subject row; duplicate grade rows and exam/required claims removed
CHN,curriculum_courses,2fce6125-6d64-4412-aaa5-733a2ad9d026,体育与健康,course_name_local,Official subject name: 体育与健康,https://www.moe.gov.cn/srcsite/A26/s8001/202204/W020220420582343217634.pdf,中华人民共和国教育部 (Ministry of Education of the PRC),"Printed page 8, Table 1 课程类别与科目设置",yes,yes,yes,corrected,Corrected Physical Education to the exact current subject name and removed grade/exam/required claims
CHN,curriculum_courses,d2b828c4-853f-41bd-8faa-a55578853943,艺术,course_name_local,Official subject name: 艺术,https://www.moe.gov.cn/srcsite/A26/s8001/202204/W020220420582343217634.pdf,中华人民共和国教育部 (Ministry of Education of the PRC),"Printed pages 7-8, arts-stage explanation and Table 1",yes,yes,yes,corrected,Retained the integrated Arts row without inventing separate Music/Fine Arts rows or grade-specific universal requirements
CHN,curriculum_courses,63e71e11-ce67-4d25-a06f-cb120aa7c597,道德与法治,course_name_local,Official subject name: 道德与法治,https://www.moe.gov.cn/srcsite/A26/s8001/202204/W020220420582343217634.pdf,中华人民共和国教育部 (Ministry of Education of the PRC),"Printed page 8, Table 1 课程类别与科目设置",yes,yes,yes,corrected,Added consolidated subject row; English translation and grade/exam/required claims cleared
CHN,curriculum_courses,5fe44c3f-48d5-4511-8926-165377b90beb,化学,course_name_local,Official subject name: 化学,https://www.moe.gov.cn/srcsite/A26/s8001/202204/W020220420582343217634.pdf,中华人民共和国教育部 (Ministry of Education of the PRC),"Printed page 8, Table 1 课程类别与科目设置",yes,yes,yes,corrected,Added consolidated subject row from the official science group; English translation and grade/exam/required claims cleared
CHN,curriculum_courses,6e7af0a2-3f1b-41e4-916b-996027cd959b,生物学,course_name_local,Official subject name: 生物学,https://www.moe.gov.cn/srcsite/A26/s8001/202204/W020220420582343217634.pdf,中华人民共和国教育部 (Ministry of Education of the PRC),"Printed page 8, Table 1 课程类别与科目设置",yes,yes,yes,corrected,Added consolidated subject row from the official science group; English translation and grade/exam/required claims cleared
CHN,curriculum_courses,0f11083d-2bf9-41b1-8288-fd784733c38f,劳动,course_name_local,Official subject name: 劳动,https://www.moe.gov.cn/srcsite/A26/s8001/202204/W020220420582343217634.pdf,中华人民共和国教育部 (Ministry of Education of the PRC),"Printed page 8, Table 1 课程类别与科目设置",yes,yes,yes,corrected,Added consolidated subject row; English translation and grade/exam/required claims cleared
CHN,curriculum_courses,25e6ec5a-269b-4831-a265-5706e0cb4b27,综合实践活动,course_name_local,Official subject name: 综合实践活动,https://www.moe.gov.cn/srcsite/A26/s8001/202204/W020220420582343217634.pdf,中华人民共和国教育部 (Ministry of Education of the PRC),"Printed page 8, Table 1 课程类别与科目设置",yes,yes,yes,corrected,Added consolidated subject row; English translation and grade/exam/required claims cleared
CHN,curriculum_courses,25dde899-ad92-4f7b-98e7-fbece21784b6,语文,course_name_english,English descriptive translation: Chinese Language,https://www.moe.gov.cn/srcsite/A26/s8001/202204/W020220420582343217634.pdf,中华人民共和国教育部 (Ministry of Education of the PRC),"Printed page 8, Table 1 课程类别与科目设置; English translation is not an official MOE translation",yes,yes,yes,corrected,Retained English translation as a descriptive label; not represented as an official MOE translation
CHN,curriculum_courses,f9b7dfff-371c-47f8-88d5-2af8095160be,数学,course_name_english,English descriptive translation: Mathematics,https://www.moe.gov.cn/srcsite/A26/s8001/202204/W020220420582343217634.pdf,中华人民共和国教育部 (Ministry of Education of the PRC),"Printed page 8, Table 1 课程类别与科目设置; English translation is not an official MOE translation",yes,yes,yes,corrected,Retained English translation as a descriptive label; not represented as an official MOE translation
CHN,curriculum_courses,6e4686e1-b366-4fe4-be42-ce251f280a14,外语,course_name_english,English descriptive translation: Foreign Language,https://www.moe.gov.cn/srcsite/A26/s8001/202204/W020220420582343217634.pdf,中华人民共和国教育部 (Ministry of Education of the PRC),"Printed page 8, Table 1 课程类别与科目设置; English translation is not an official MOE translation",yes,yes,yes,corrected,Retained English translation as a descriptive label; not represented as an official MOE translation
CHN,curriculum_courses,63e71e11-ce67-4d25-a06f-cb120aa7c597,道德与法治,course_name_english,English descriptive translation: Moral and Rule of Law,https://www.moe.gov.cn/srcsite/A26/s8001/202204/W020220420582343217634.pdf,中华人民共和国教育部 (Ministry of Education of the PRC),"Printed page 8, Table 1 课程类别与科目设置; English translation is not an official MOE translation",yes,yes,yes,corrected,Added consolidated subject row with English translation as a descriptive label; not represented as an official MOE translation
CHN,curriculum_courses,d2f59bc4-b63a-4403-b90d-26cf60d7e051,历史,course_name_english,English descriptive translation: History,https://www.moe.gov.cn/srcsite/A26/s8001/202204/W020220420582343217634.pdf,中华人民共和国教育部 (Ministry of Education of the PRC),"Printed page 8, Table 1 课程类别与科目设置; English translation is not an official MOE translation",yes,yes,yes,corrected,Retained English translation as a descriptive label; not represented as an official MOE translation
CHN,curriculum_courses,1c66b3a2-6493-4b31-b09b-89717e9d0a01,地理,course_name_english,English descriptive translation: Geography,https://www.moe.gov.cn/srcsite/A26/s8001/202204/W020220420582343217634.pdf,中华人民共和国教育部 (Ministry of Education of the PRC),"Printed page 8, Table 1 课程类别与科目设置; English translation is not an official MOE translation",yes,yes,yes,corrected,Retained English translation as a descriptive label; not represented as an official MOE translation
CHN,curriculum_courses,87dc5189-23bf-457d-8789-acaf7431150b,物理,course_name_english,English descriptive translation: Physics,https://www.moe.gov.cn/srcsite/A26/s8001/202204/W020220420582343217634.pdf,中华人民共和国教育部 (Ministry of Education of the PRC),"Printed page 8, Table 1 课程类别与科目设置; English translation is not an official MOE translation",yes,yes,yes,corrected,Retained English translation as a descriptive label; not represented as an official MOE translation
CHN,curriculum_courses,5fe44c3f-48d5-4511-8926-165377b90beb,化学,course_name_english,English descriptive translation: Chemistry,https://www.moe.gov.cn/srcsite/A26/s8001/202204/W020220420582343217634.pdf,中华人民共和国教育部 (Ministry of Education of the PRC),"Printed page 8, Table 1 课程类别与科目设置; English translation is not an official MOE translation",yes,yes,yes,corrected,Added consolidated subject row with English translation as a descriptive label; not represented as an official MOE translation
CHN,curriculum_courses,6e7af0a2-3f1b-41e4-916b-996027cd959b,生物学,course_name_english,English descriptive translation: Biology,https://www.moe.gov.cn/srcsite/A26/s8001/202204/W020220420582343217634.pdf,中华人民共和国教育部 (Ministry of Education of the PRC),"Printed page 8, Table 1 课程类别与科目设置; English translation is not an official MOE translation",yes,yes,yes,corrected,Added consolidated subject row with English translation as a descriptive label; not represented as an official MOE translation
CHN,curriculum_courses,2fce6125-6d64-4412-aaa5-733a2ad9d026,体育与健康,course_name_english,English descriptive translation: Physical Education and Health,https://www.moe.gov.cn/srcsite/A26/s8001/202204/W020220420582343217634.pdf,中华人民共和国教育部 (Ministry of Education of the PRC),"Printed page 8, Table 1 课程类别与科目设置; English translation is not an official MOE translation",yes,yes,yes,corrected,Retained English translation as a descriptive label; not represented as an official MOE translation
CHN,curriculum_courses,d2b828c4-853f-41bd-8faa-a55578853943,艺术,course_name_english,English descriptive translation: Arts,https://www.moe.gov.cn/srcsite/A26/s8001/202204/W020220420582343217634.pdf,中华人民共和国教育部 (Ministry of Education of the PRC),"Printed page 8, Table 1 课程类别与科目设置; English translation is not an official MOE translation",yes,yes,yes,corrected,Retained English translation as a descriptive label; not represented as an official MOE translation
CHN,curriculum_courses,0f11083d-2bf9-41b1-8288-fd784733c38f,劳动,course_name_english,English descriptive translation: Labor Education,https://www.moe.gov.cn/srcsite/A26/s8001/202204/W020220420582343217634.pdf,中华人民共和国教育部 (Ministry of Education of the PRC),"Printed page 8, Table 1 课程类别与科目设置; English translation is not an official MOE translation",yes,yes,yes,corrected,Added consolidated subject row with English translation as a descriptive label; not represented as an official MOE translation
CHN,curriculum_courses,25e6ec5a-269b-4831-a265-5706e0cb4b27,综合实践活动,course_name_english,English descriptive translation: Comprehensive Practical Activities,https://www.moe.gov.cn/srcsite/A26/s8001/202204/W020220420582343217634.pdf,中华人民共和国教育部 (Ministry of Education of the PRC),"Printed page 8, Table 1 课程类别与科目设置; English translation is not an official MOE translation",yes,yes,yes,corrected,Added consolidated subject row with English translation as a descriptive label; not represented as an official MOE translation
MEX,countries,eef7cfe5-6a58-404f-8958-32c03a4d2c2c,Mexico,primary_languages,Spanish and recognized indigenous languages are national languages with equal legal validity,https://www.diputados.gob.mx/LeyesBiblio/pdf/LGDLPI.pdf,Cámara de Diputados del H. Congreso de la Unión,"Articles 2-4, PDF p. 1",yes,yes,yes,corrected,Replaced the incomplete Spanish-only list; labels reflect legal national-language status rather than a usage ranking
MEX,countries,eef7cfe5-6a58-404f-8958-32c03a4d2c2c,Mexico,education_system_summary,"Basic education comprises initial, preschool, primary, and secondary education; upper-secondary education is nationally coordinated under federal and state functions",https://www.diputados.gob.mx/LeyesBiblio/pdf/LGE.pdf,Cámara de Diputados del H. Congreso de la Unión,"Articles 37, 44, 113(II), 113(XII), and 114(VIII), PDF pp. 17-18 and 42-44",yes,yes,yes,corrected,Removed unsupported textbook-administration and subsystem generalizations
